Restaurant	Food restrictions	Menu
		Pasta | Tomaattinen pestopasta: kana /  lohi / rapu / mozzarella : Tomaattikastike, Kerma, Pesto
		Sides | Loaded fries : Cheddar-kastike, Paahdettu Prosciutto
		Sides | Prosciutto-buffalaleipä : Paahdettu Prosciutto, Bufala-Mozzarella, Paahdettu Kirsikkatoaatti, Rucola, Pesto, Paahdettu Valkosipuleipä
		Sides | Focaccia : Parmesaani, Valkosipuli, Oregano, Oliiviöljy
		Burgers | Kasvisburger : Briossisämpylä, Kasvispihvi, Salaatti, Tomaatti, Maustekurkku, Paholaisen majoneesi
		Burgers | Talon burger : Briossisämpylä, 180g Naudan jauhelihapihvi, Pekoni, Cheddarjuusto, Tomaatti, Maustekurkku, Salaatti, Paholaisen majoneesi
		Pizza | Marinara : Tomaattikastike, Valkosipuli, Oregano
		Pizza | Speck And Mushrooms : Tomaattikastike, Mozzarella, Savukinkku (speck),  Herkkusieni, Oliivi
		Pizza | Deliziosa : Tomaattikastike, Mozzarella, Munakoiso, Salami (spianata), Gorgonzola, Oliivi
		Desserts | Jäätelöpallo mansikkahillolla
		Desserts | Tyrni-valkosuklaa pannacotta
Ravintola Herkku-Haarukka	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | METSÄSTÄJÄNLEIPÄ
		Starters | MOZZARELLATIKUT
		Starters | LÄMMIN KANALEIPÄ
		Mains | HERKKULEIKE
		Mains | MEXICAN HÄRKÄ
		Mains | PIPPURIPOSSUA
		Pizza | RUSTICA
		Pizza | FRUTTI DI MARE
		Pizza | AL CAPONE
Thai Restaurant Meelom - Käpylä	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Popia : Thaimaalaiset kevätkääryleet 3 kpl.
		Starters | Som Tam : Vihreästä papaijasta tehty salaatti chiliä, vihanneksia ja cashewpähkinöitä.
		Starters | Phad Phak Ruam Mit : Paistettuja vihanneksia.
		Mains | Phad Kaprau Plaa : Kalaa, basilikanlehtiä, chiliä ja valkosipulia.
		Mains | Khau Pad Gäängkhio Waan Kai : Paistettua kanaa, riisiä, vihreällä curry-kookosmaitokastikkeella.
		Mains | Phad Thai Muu : Paistettua nuudelia, porsaanlihaa, kananmunaa ja pähkinämurskaa.
Malati	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Special Soup (L) : Kermainen kana ja katkarapu kookoskeitto
		Mains | Baigan Masala (L, V) : Paistettua munakoisoa, tomaatti, inkivääri, sipuli, valkosipuli masalakastikkeessa
		Mains | Chicken & Paneer Mix : Tandooriuunissa grillattua kananpaloja ja paneer-juustopaloja, cashewpähkinä, inkivääri, tomaatti kookos voi kermakastikkeessa
		Mains | Chef’s Mix Karai : Tandooriuunissa grillattua lampaan sisäfileen paloja, kanan paloja, jättikatkarapuja ja tuorejuustoa, sipuli, inkivääriä, voi tomaatti kastikkeessa
The Grill	['Gluten-free', 'Vegetarian']	Salads | Kanasalaatti : Hiiligrillattu broilerin rintafilee, grillattu ananasrengas, salaatti, kirsikkatomaatti, kurkku, salaattikastike
		Salads | Halloumijuustosalaatti : Paneroitu halloumijuustoa, salaatti, kirsikkatomaatti, kurkku, salaattikastike
		Salads | Vuohenjuustosalaatti : Paneroitu vuohenjuusto, salaatti, kirsikkatomaatti, kurkku, salaattikastike
		Mains | Shish kebab : 2 x hiiligrillattua lammas-naudanjauhelihavarrasta, grillatuja kasviksia sekä valinnainen lisuke.
		Mains | Lammasvartaat : 2 x hiiligrillattua lammasvarrasta, grillattuja kasviksia sekä valinnainen lisuke.
		Mains | Vege Grill : Hiiligrillattuja kasviksia (munakoiso, kesäkurpitsa, herkkusieni, sipuli, paprika, tomaatti) sekä valinnainen lisuke.
Seurahuone Pub Herttoniemi	['Gluten-free', 'Vegan', 'Vegetarian']	"Mains | Aurahampurilainen : 200g naudan täyslihapihvi, talon sämpylä,
aurajuustoa,salaattia, tomaattia, punasipulia
ja Talon majonesia. (L)"
		Mains | Margheritapizza : Tomaattikastiketta ja mozzarellajuusto
		"Mains | Kentuckyn kanakori : Herkullisen rapeita Kentuckyn kanafileitä ja
ranskanperunoita. (L)"
Noodle Story Hertsi	['Gluten-free', 'Vegan', 'Vegetarian']	"Noodles | Noodles with beef in Sichuan Mala sauce : Fresh homemade noodles with slowly simmered beef in homemade Sichuan spicy sauce,
tofu, Pak Choy, shimeji mushroom, bean sprouts, with spring onions and coriander on the top."
		"Noodles | Sichuan Dandan Noodles with pork : Fresh homemade noodles with pork minced pork in sesame-peanut chili sauce,
Pak Choy, bean sprouts, shimeji mushrooms and preserved vegetables,
with spring onions, coriander and peanut on the top."
		"Noodles | Wonton nuudelikeitto : Tuoreita kotitekoisia nuudeleita, 8 kpl kotitekoinen Wonton (broiler ja sieni),
pak choi, Shimeji-sieniä, pavunituja, kevätsipulia ja korianteria."
Akhanda Nepalilainen Ravintola	['Vegan', 'Vegetarian']	Starters | VEG SOUP : Kasviskeitto
		Starters | CHICKEN SOUP : Kanakeitto
		Starters | PANEER TIKKA : Marinoitua tuorejuustoa, vihreä paprikaa, sipulia ja tomaattia
		Mains | PANEER MAKHANI
		Mains | AKHANDA SPECIAL SIZZLER
		Mains | TANDOORI KING PRAWN
		Desserts | GULAB JAMUN
		Desserts | AKHANDA BANANA
		Desserts | KULFI
Sushisama	['Gluten-free', 'Vegan', 'Vegetarian']	Platters | SUSHISAMA FAMILY PLATTER (50KPL) : Lohi Nigiri 10kpl, Grillattu Lohi Nigiri 10kpl, Avokado Nigiri 2kpl, Ebi Nigiri 4kpl, Grillattu Ebi Nigiri 4kpl, Inari Nigiri 2kpl, Lohi Futomaki 4kpl, Sesame Surimi Uramaki 9kpl, Gunkun 3kpl
		Sushi | CRUNCH SURIMI URAMAKI 9KPL : Surimi, Cucumber, Fried onion with Mayonnaise Sauce and Unagi Sauce
		Sushi | SESAME SURIMI URAMAKI 9KPL : Surimi, Avocado, Cheese and Sesame
		Sushi | GRILLATTU LOHI DRAGON URAMAKI 9KPL : Grilled Salmon, Cooked salmon, Cucumber with Mayonnaise Sauce, Unagi Sauce , Sriracha Sauce and Chives
		Mains | SUSHISAMA LOHI POKE BOWL : Marinated grave salmon, avocado, dry onion, pickled reb cabbage, mango,soybeans, seaweed,mayonnaise and sesame
		Mains | SUSHISAMA VEGE POKE BOWL : Inari, avocado, dry onion,pickled reb cabbage, mango,soybeans, seaweed sesame
El Torito Restaurant & Grill	['Vegan', 'Vegetarian']	Salads | CAESAR SALAATTI : grillattua kananrintaa, vihersalaattia, basilikaa, parmesanjuustoa, krutonkeja, caesarkastiketta ja balsamicoa
		Salads | VUOHENJUUSTOSALAATTI : vuohenjuustoa, vihersalaatti, basilikaa, paholaisen hilloa ja balsamicoa
		Pasta | AVOKADOPASTA (L) : avokadoa, paprikaa, valkosipulia, basilikaa ja pesto
		Pasta | RAGU PASTA (L, M) : jauheliha, bolognese - kastike
		Pizza | VEGANITO : vegaaninen pesto, basilika, kirsikkatomaatti, oliivi, vegaanijuusto
		Pizza | VIKING PIZZA : tomaattikastike, tonnikala, katkarapu, simpukka, valkosipuli, mozzarellaraastetta
LoKal Food & Bar	['Gluten-free', 'Vegetarian']	Pasta | PENNE DI MARE (VL) : jättikatkarapu, sinisimpukka, aurajuusto, valkosipuli, tomaattinen kastike.
		Pasta | PENNE CON POLLO  (VL) : pariloitu kana, kirsikka tomaatti,valkosipuli,  aurajuusto, pestokastike (saatavilla kermapohjaisena)
		Pasta | SPECIAL LOKAL PASTA (VL) : Avokado, kirsikkatomaatti, sipuli, valkosipuli, mustapippuri, bufala mozzarella, kermainen kastike.
		Burgers | CHEVRE BURGER : n. 180 g Talon jauhelihapihvi, pariloitu vuohenjuusto, paholaisen hillo, ketsuppi, hampurilaiskastike (L,G), salaatti, tomaatti, sipuli, suolakurkku, salaattikastike(L,G), sipulirengas, dippi,ranskalaiset
		"Burgers | CHICKEN BURGER : Broileri pihvi, currykastike (L,G), ketsuppi, hampurilaiskastike (L,G),
salaatti, tomaatti,sipuli, suolakurkku, salaattikastike(L,G), sipulirengas, dippi, ranskalaiset."
		Burgers | LOKAL BURGER : 2 x 180 g Talon jauhelihapihvi, cheddarjuusto, hampurilaiskastike (L,G), BBQ-kastike, pekoni, ketsuppi, salaatti, tomaatti, sipuli, suolakurkku, salaattikastike (L,G), sipulirengas, dippi, ranskalaiset.
		Vegan | VÖNER PIZZA : vöner, punasipuli, herkkusieni, kirsikkatomaatti, rucola.
		"Vegan | VÖNER BURGER : vöner, tomaattikastike, vegaanijuustoa, ketsuppi, salaatti, tomaatti,
sipuli, suolakurkku, salaattikastike, sipulirengas, dippi, lisuke."
		Vegan | VÖNER LEVYPIZZA : tomaattinen kastike, vöner, avocado, kirsikkatomaatti, rucola, oliiviölkjy, dippi ja  limelohkot.
Ravintola Hansha	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Chicken Curry : Kanan rintapaloja talon currykastikkeessa. Koristeltu inkiväärillä ja korianterilla.
		Mains | Chicken Chilli : Friteerattuja kananrintapaloja, paprikaa chili-soijakastikkeessa.
		Mains | Lam Masala : Lampaanfilepaloja, sipulia, inkivääriä, valkosipulia curry-masalakastikkeessa.
		Mains | Butter Chicken : Tandoori-marinoitua kanaa, tuore tomaatti-voi-kermakastikkeessa.
		Desserts | Vaniljajäätelö
		Desserts | Syau Bhuteko : Voissa paistettu omena nepalilaiseen tapaan hunajan ja vaniljajäätelön kera
		Desserts | Hansha Kera Fry : Friteerattu banaani peruna-vehnäjauhotaikinassa ja vaniljajäätelö
Mashiro Pukinmäki	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Edamame papu
		Starters | Sashimi lohi 6kpl
		Starters | Misokeitto
		Sushi | Tonnikala-majo nigiri 2kpl
		Sushi | Ebi Nigiri 2kpl
		Sushi | Liekitetty lohinigiri 2kpl
		Mains | Japanilainen kana gyoza 30kpl
		Mains | Japanilainen vege gyoza 30kpl
		Mains | Toku Aburidon : Liekitettyä lohta ja riisiä, avocadoa, marinoitu kurkku & tomaattisalaattia
Restaurant Puksu Room	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Kana Parmesanleike : Paneroitua kanan rintafileetä, tomaatti-sipuli- valkosipulikastiketta ja parmesaani juustoa
		Mains | Pippurileike : Paneroitua porsaan ulkofileetä, kerma-pippuri-konjakkikastiketta ja salaattia
		Mains | Naudan Kebabliha (L,G) : Maustettua talon tomaattikastiketta, salaattia ja valitsemasi lisuke
Backyard	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Buffalomozzarellasalaatti : Buffalomozzarellaa, tomaattia, tuoretta basilikaa, oliiviöljyä ja granaattiomenasiirappia (L) (G)
		Starters | Serrano : Ilmakuivattua parmankinkkua, tuorejuustoa, hunajamelonia ja tuoretta basilikaa (L) (G)
		Starters | Antipastolautanen : Kylmäsavulohta, isoja kapriksia, marinoitua punasipulia, buffalo-mozzarellaa, parmankinkkua, kalamata-oliiveja ja paahdettua siemenpatonkia (L)
		Mains | Parmesan-kanaa uunissa : Paneroitua broilerin rintafilettä, italialaista tomaattikastiketta, mozzarella- ja parmesanjuustoa, tuoretta basilikaa, pariloitua kesäkurpitsaa ja grillatut kasvikset
		Mains | Herkkutattipasta : Herkkutattia, savupekonia, chilia, valkosipulia, oliiviöljyä, sitruunamehua, persiljaa ja tagliatelle-pastaa
		Mains | Pepperoni (pizza napoletana) : Tomaattikastiketta, pepperonimakkaraa ja bufala-mozzarellaa.
		Desserts | Mini Cannolo Siciliano 3kpl : Suklainen ricotta-juustolla täytetty cannolo
		Desserts | Crème brûlée -kakkua : Klassinen ranskalainen jälkiruokaherkku
Mashiro Viikki	['Vegan', 'Vegetarian']	Starters | Miso keitto
		Starters | Wakame salaatti
		Starters | Edamame-papuja
		Sushi | Lohi futomaki 9kpl
		Sushi | Liekitetty Lohi Nigiri 8kpl
		Sushi | Nigiri Setti 12kpl
		Mains | Lohi Zukedon
		Mains | Mashiro Lohi Poke bowl
		Mains | Shoyu kana ramen nuudeli
Ravintola Thai Thai	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Paistettua Riisiä ja Tofua
		Mains | Nuudelia punaisessa currykastikkeessa ja kookosmaidossa
		Mains | Paistettua rapeaa porsasta ja basilikaa
Ravintola Fregatti	['Vegan', 'Vegetarian']	"Starters | SCAMPIPANNU : Chili-valkosipulivoissa paistettuja jättirapuja, juureen
leivottua leipää"
		"Starters | LOHIKEITTO : Perinteinen kermainen lohikeitto ja saaristolaisleipää (L)
Lohikeitto saatavana myös pääruokakokoisena"
		"Mains | DOUBLE ANGUS SMASH BURGER : 2 x 70g rapeaa smash pihviä ,Väyrysen briossisämpylä, tupla
cheddar juusto, paistettu sipulia, tomaatti, suolakurkku,
ketsuppi ja amerikkalainen sinappi. (L)"
		"Mains | FREGATIN MUIKUT : Rapeaksi paistettuja muikkuja, perunamuusia,
kirkastettua voita ja hiillostettua sitruunaa (L)"
		"Mains | KASVISHERKKUPASTA : Pappardellepastaa, munakoisoa, aurinkokuivattua kirsikkatomaattia, kesäkurpitsaa parmesaanilla ja miedosti chilillä
maustetussa kastikkeessa. Päällä grillattua halloumijuustoa. (L)"
		Desserts | JUUSTOKAKKU : Tuorejuustokakkua ja vadelma melbaa (L,G)
		"Desserts | RIKKAAT RITARIT : Paistettua sokeri-kanelipitkoa, mansikkahilloa ja
vanilijajäätelö (L)"
		"Snacks | FREGATIN CLUB SANDWICH : Paahtoleipää jonka sisällä grillattua maalaiskanan rintaa,
rapeaksi paahdettua pekonia, cheddarjuustoa, aiolia,
jääsalaattia, tomaattia, pikkelöityä jalapenoa ja
koururanskalaisia (L)"
		"Snacks | CAESAR NATURAL : Romainesalaattia, caesarkastiketta, krutonkeja ja
parmesaania"
Vapiano Itis	['Vegan', 'Vegetarian']	Starters | ANTIPASTI PICCOLO : Italialaista salamia, tulista italialaista makkaraa, ilmakuivattua kinkkua, italialaista kovaa juustoa, Camembert-juustoa, viinirypäleitä, oliiveja sekä leipätikkuja.
		"Starters | BRUSCHETTA : Rapeaksi paahdettua ciabattaa, tomaattia ja rucolaa maustettuna
valkosipulilla ja oliiviöljyllä."
		"Starters | ANTIPASTI MASSIMO : Italialaista salamia, mausteista italialaista makkaraa, kovaa italialaista
juustoa, Camembert-juustoa, Bruchettaa tomaattiseoksella, oliiveja,
leipätikkuja, seka italialaista ilmakuivattua kinkkua. Koristeltu rucolalla
ja basilikalla."
		"Pasta | POMODORO : Vapianon tomaattikastiketta, kirsikkatomaatteja, sipulia ja italialaista
kovaa juustoa."
		"Pasta | PESTOKANAPASTA : Mehukas kanafilee, Vapianon basilikapestoa, baby pinaattia,
mozzarellaa, valkosipulia ja kirsikkatomaatteja kermakastikkeessa.
Suosittelemme pastaksi fusillia."
		Pizza | MARGHERITA : Vapianon tomaattikastiketta ja mozzarellaa
		"Pizza | CREMA DI AVOCADO : Vegaanista vuustoa, avokadokastiketta, punasipulia, paprikaa ja
kirsikkatomaatteja, viimeistellaan rucolalla ja pinjansiemenilla."
		Desserts | CREMA DI FRAGOLA : Vapianon mascarponevaahtoa ja tuoreita mansikoita.
		Desserts | TIRAMISÙ : Vapianon espressolla maustettu mascarponeherkku.
Ristorante Momento Itis	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | PASTA CARBONARA
		Pasta | SAVUPOROPASTA
		Pasta | PASTA FRUTTI DI MARE
		Mains | KLASSINEN PIPPURIPIHVI
		Mains | BEARNAISE-BROILERIA
		Mains | PORSAANLEIKE
		Pizza | NEW YORK
		Pizza | MARINARA
		Pizza | DI POLLO
Ravintola Sitara	['Gluten-free', 'Vegan', 'Vegetarian']	Lunch | Buffet Menu : Sitaran lounas tarjoaa herkullisia, rakkaudella valmistettuja kotiruokia.
"Bhatti ""Essence of Nepal"""	['Gluten-free', 'Vegan', 'Vegetarian']	Buffet | Tandoori Butter Chicken : One of our all-time customer favorites! ✨ Loved by many, enjoyed by all.
Cafe Monami	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Tomaatti Lulidi : Suosittu kreikkalainen alkupala. Tuorebuffalo-mozzarella, jonka päällä raikaskreikkalainen salaatti - maustettu rakkaudella.
		Starters | Muhammara : Anatolian tapaan valmistettu alkupala: grillattua munakoisoa, grillattua paprikaa ja muita kasviksia. Viimeistely viiriäisenmunalla. Salsassa käytetään saksanpähkinää.
		Starters | Simpukat : Haudettu valkoviinissä, sitruunalla ja tuoreella tillillä.
		Mains | Risotto Frutti Di Mare : Täyteläinen äyriäisrisotto, jossa sahraminaromi, valkoviini ja tilli korostavat merenmakuja. Viimeistely parmesaanilla.
		Mains | Filetto Vino Rosso : Puuhiiligrillissä paistettu 250g entrecote, paistetut kauden kasvikset ja jättilohkoperuat punaviinikastikkeessa.
		Mains | Classic Burger : Black Angus -pihvi, tupla Monterey Jack -juusto, jääsalaatti, pihvitomaatti, maustekurkku, karamellisoitu sipuli, truffelimajoneesi ja lankkuperunat.
		Desserts | Kahvila : Monamin vitriinistä löydät tuoreita suolaisia piiraita, kakkuja, pullia ja muita käsintehtyjä herkkuja. Valikoima elää päivittäin – tule maistamaan tämän päivän suosikit!
Ragazza Pasta Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Burrata
		Antipasti | Prosciutto
		Antipasti | Chiliranskalaisia & appelsiinimajoneesia
		Pasta | PEA & SCAMPI : Hernettä, jättikatkaravunpyrstöjä & parmesaania / Pea, scampi & parmigiano
		Pasta | BROWN BUTTER : Ruskea voi -jalopeno kastiketta & parmesaania / Brown butter -jalapeno sauce & parmigiano
		Pasta | GNOCCHI : Perunagnoccheja, gremolataa & ricottaa  / Potato gnocchi, gremolata & ricotta
		"Sandwiches | PROSCIUTTO FOCACCIA : Prosciutto, tryffeliricotta, pistaasi / 
Prosciutto, truffle ricotta, pistachio"
		"Sandwiches | BURRATA FOCACCIA : Burrataa, salsa verdeä & pistaasia / 
Burrata, salsa verde & pistachio"
		Set Menu | Armiina Pop-Up (10-11.10.2025) : - Tartar 'El Maco'- Kaali, chili & pistaasi- Sahramirisotto- Siikaa, valkopapua & kastike paahdetusta hiivasta- Parfait hapankermasta, kinuskia & lipstikkaa
		Set Menu | Kasvismenu Armiina  (10-11.10.2025) : - Kasvistartar 'El Maco'- Kaali, chili & pistaasi- Sahramirisotto- Dumplings & kastike paahdetusta hiivasta- Parfait hapankermasta, kinuskia & lipstikkaa
Hungry Hub Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Chicken | Hungry Wings 9 pcs
		Chicken | Hungry Spicy Chicken Burger
		Chicken | Hungry Nuggets Junior
		Sides | Cheese Ball
		Sides | Mac & Cheese
		Sides | Hungry Side Box
		Burgers | Hungry Basic Chicken
		Burgers | Hungry Chili Double Beef
		Burgers | Mini Beef Burger
Ravintola Mayur	['Vegan', 'Vegetarian']	 | TARKARI KO SOUP : Kermainen kookos-kasviskeitto
		 | JHINGA MACHHA KO PAKODA : Friteerattuja katkarapuja
		 | PANEER CHILI : Paistettu tuorejuusto, tomaatti, sipuli, valkosipuli tulisessa soija-masalakastikkeessa
		 | BUTTER CHICKEN : Tandoorissa paistettuja broilerin fileepaloja tomaatti-voikermakastikkeessa
		Desserts | MANGO LASSI
		Desserts | NEPALESE COFFEE : Inkiväärillä ja vihreällä kardemummalla maustettu maitokahvi
Il Treno	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Ranskalaiskori L,G
		Starters | Kanakori L : Kananugetteja, maalaisranskalaisia ja talon kermaviilikastiketta
		Starters | Chicken Wings 8kpl L : Kanansiipiä ja barbequekastiketta
		Mains | Pasta Carbonara L : Kinkkua, kananmunaa, pekonia ja kermakastiketta ja parmesanjuustoa
		Mains | Fish & Chips L : Leivitettyä kalaa, ranskalaiset, coleslaw-salaattia ja tartar-kastiketta
		Mains | Chicken & Pineapple L : Grillattua kotimaista kanaa, cheddarjuustoa, grillattua ananasta, grillattua tomaattia, grillattua sipulia, chilimajoneesia, maalaisranskalaiset ja coleslaw-salaattia
		Desserts | Jäätelö 1 Pallo : 1 tai 2 palloa valinnan mukaan. Jäätelöihin voi valita suklaa- tai kinuskikastiketta ja kermavaahtoa
		Desserts | Jäätelö 2 Palloa : 1 tai 2 palloa valinnan mukaan. Jäätelöihin voi valita suklaa- tai kinuskikastiketta ja kermavaahtoa
		Desserts | Suklaakakkua : Suklaakakkua, vaniljajäätelöä ja kermavaahtoa
Daddy's Bar & Pizza Vuosaari	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | Salame : San Marzano tomaattikastike, fior di latte juusto, extra virgin oliiviöljy, salami, persilja
		Pizza | Tropicana : San Marzano tomaattikastike, fior di latte-juusto, extra virgin oliiviöljy, ananas, broileri, aurajuusto, rucola
		Pizza | Buffala K : San Marzano tomaattikastike, fior di latte-juusto, extra virgin oliiviöljy, aurinkokuivattu tomaatti, kirsikkatomaatti, buffalo mozzarella, basilika
Himalayan Herkut	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Edamame : Vihreitä nuoria soijapapuja, kevyesti suolattuja.
		Starters | Spicy Green Papaya Salad : Raastettua vihreää papaijaa katkarapujen, tamarindikastikkeen ja maapähkinöiden kanssa.
		Starters | Chicken Barbecue : Kanaa thaimaalaisessa maustekastikkeessa, jossa on Panang-currytahnaa, kalakastiketta ja palmusokeria.
		Mains | Yaki Udon : Paistetut nuudelit naudanlihan, kanan ja vihannesten kanssa.
		Mains | Duck Basil : Rapea ankka tulisella basilika-kastikkeella. Tarjoillaan riisin ja naan-leivän kera.
		Mains | Teriyaki Salmon : Grillattu lohi vihannesten ja teriyakikastikkeen kanssa. Tarjoillaan riisin ja naan-leivän kera.
		Desserts | Gulab Jamun : Pehmeät maitopyörykät, liotettu tuoksuvassa sokerisiirapissa.
